annee;date;parcelle;exploitation;culture;ITK;OT;temps[h];profondeur[cm];RECOLTE_rendement[t/ha];RECOLTE_risqueEchaudage[%];RECOLTE_impactGel[%];IRRIGATION_dose[mm];IRRIGATION_reelle[mm];FERTI_produit;FERTI_nature;FERTI_annulee;FERTI_doseBruteOrg[kg/ha];FERTI_apportNminTheorique[kg/ha];FERTI_apportNminReel[kg/ha];FERTI_apportNorg_labile[kg/ha];FERTI_apportNorg_recalcitrant[kg/ha];BIOMASSE_export[t/ha];BIOMASSE_aer_restit[t/ha];BIOMASSE_rac_restit[t/ha];N_export[kg/ha];C_export[kg/ha];id_lot;nb_ugb;duree_pature[j];herbe_consommee[kg]
2019;152;189_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.44;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;189_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;14.63;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;190_001;SSM1-0017;mil;mil_precarachide;RECOLTE;10.4;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;190_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.13;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;190_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;4.46;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;191_001;SSM1-0017;mil;mil_precarachide;RECOLTE;10.29;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;191_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.13;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;191_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;4.42;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;192_001;SSM1-0017;mil;mil_precarachide;RECOLTE;11.18;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;192_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.14;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;192_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;4.8;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;193_001;SSM1-0017;mil;mil_precarachide;RECOLTE;4.24;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;193_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.05;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;193_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;1.82;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;194_001;SSM1-0017;mil;mil_precarachide;RECOLTE;18.84;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;194_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.24;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;194_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;8.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;195_001;SSM1-0011;mil;mil_precarachide;RECOLTE;7.08;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;195_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;195_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;3.04;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;196_001;SSM1-0011;mil;mil_precarachide;RECOLTE;17.41;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;196_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.22;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;196_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;7.47;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;197_001;SSM1-0011;mil;mil_precarachide;RECOLTE;70.02;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;197_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.9;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;197_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;30.06;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;198_001;SSM1-0011;mil;mil_precarachide;RECOLTE;8.88;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;198_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.11;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;198_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;3.81;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;199_001;SSM1-0011;mil;mil_precarachide;RECOLTE;47.0;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;199_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.6;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;199_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;20.18;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;200_001;SSM1-0011;mil;mil_precarachide;RECOLTE;3.68;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;200_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.05;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;200_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;1.58;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;201_001;SSM1-0011;mil;mil_precarachide;RECOLTE;20.17;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;201_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.26;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;201_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;8.66;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;202_001;SSM1-0011;mil;mil_precarachide;RECOLTE;13.83;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;202_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.18;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;202_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;5.94;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;203_001;SSM1-0011;mil;mil_precarachide;RECOLTE;0.39;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;203_001;SSM1-0011;mil;mil_precarachide;SEMIS;0.01;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;203_001;SSM1-0011;mil;mil_precarachide;TRAVAIL_SOL;0.17;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;204_001;SSM1-0018;mil;mil_precarachide;RECOLTE;7.0;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;204_001;SSM1-0018;mil;mil_precarachide;SEMIS;0.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;204_001;SSM1-0018;mil;mil_precarachide;TRAVAIL_SOL;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;205_001;SSM1-0018;mil;mil_precarachide;RECOLTE;12.95;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;205_001;SSM1-0018;mil;mil_precarachide;SEMIS;0.17;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;205_001;SSM1-0018;mil;mil_precarachide;TRAVAIL_SOL;5.56;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;206_001;SSM1-0018;mil;mil_precarachide;RECOLTE;6.94;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;206_001;SSM1-0018;mil;mil_precarachide;SEMIS;0.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;206_001;SSM1-0018;mil;mil_precarachide;TRAVAIL_SOL;2.98;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;207_001;SSM1-0018;mil;mil_precarachide;RECOLTE;11.3;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;207_001;SSM1-0018;mil;mil_precarachide;SEMIS;0.14;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;207_001;SSM1-0018;mil;mil_precarachide;TRAVAIL_SOL;4.85;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;208_001;SSM1-0019;mil;mil_precarachide;RECOLTE;10.81;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;208_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.14;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;208_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;4.64;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;209_001;SSM1-0019;mil;mil_precarachide;RECOLTE;12.04;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;209_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.15;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;209_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;5.17;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;210_001;SSM1-0019;mil;mil_precarachide;RECOLTE;15.94;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;210_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.2;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;210_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;6.84;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;211_001;SSM1-0019;mil;mil_precarachide;RECOLTE;7.55;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;211_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.1;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;211_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;3.24;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;212_001;SSM1-0019;mil;mil_precarachide;RECOLTE;35.89;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;212_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.46;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;212_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;15.4;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;213_001;SSM1-0019;mil;mil_precarachide;RECOLTE;6.02;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;213_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.08;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;213_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;2.58;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;214_001;SSM1-0019;mil;mil_precarachide;RECOLTE;21.91;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;214_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.28;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;214_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;9.41;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;215_001;SSM1-0019;mil;mil_precarachide;RECOLTE;12.74;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;215_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.16;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;215_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;5.47;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;216_001;SSM1-0019;mil;mil_precarachide;RECOLTE;27.6;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;216_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.35;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;216_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;11.85;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;217_001;SSM1-0019;mil;mil_precarachide;RECOLTE;22.61;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;217_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.29;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;217_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;9.7;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;218_001;SSM1-0019;mil;mil_precarachide;RECOLTE;71.98;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;218_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.92;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;218_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;30.9;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;219_001;SSM1-0019;mil;mil_precarachide;RECOLTE;20.53;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;219_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.26;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;219_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;8.81;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;220_001;SSM1-0019;mil;mil_precarachide;RECOLTE;17.86;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;220_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.23;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;220_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;7.67;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;221_001;SSM1-0019;mil;mil_precarachide;RECOLTE;5.85;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;221_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.07;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;221_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;2.51;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;222_001;SSM1-0019;mil;mil_precarachide;RECOLTE;45.23;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;222_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.58;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;222_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;19.41;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;223_001;SSM1-0019;mil;mil_precarachide;RECOLTE;2.97;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;223_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.04;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;223_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;1.28;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;224_001;SSM1-0019;mil;mil_precarachide;RECOLTE;7.8;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;224_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.1;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;224_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;3.35;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;225_001;SSM1-0019;mil;mil_precarachide;RECOLTE;14.82;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;225_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.19;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;225_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;6.36;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;226_001;SSM1-0019;mil;mil_precarachide;RECOLTE;36.1;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;226_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.46;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;226_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;15.5;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;227_001;SSM1-0019;mil;mil_precarachide;RECOLTE;31.03;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;227_001;SSM1-0019;mil;mil_precarachide;SEMIS;0.4;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;227_001;SSM1-0019;mil;mil_precarachide;TRAVAIL_SOL;13.32;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;228_001;SSM1-0017;mil;mil_precarachide;RECOLTE;87.16;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;228_001;SSM1-0017;mil;mil_precarachide;SEMIS;1.11;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;228_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;37.41;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;229_001;SSM1-0017;mil;mil_precarachide;RECOLTE;20.44;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;229_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.26;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;229_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;8.77;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;230_001;SSM1-0017;mil;mil_precarachide;RECOLTE;21.07;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;230_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.27;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;230_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;9.05;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;231_001;SSM1-0017;mil;mil_precarachide;RECOLTE;8.57;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;231_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.11;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;231_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;3.68;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;232_001;SSM1-0017;mil;mil_precarachide;RECOLTE;35.33;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;232_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.45;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;232_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;15.17;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;233_001;SSM1-0017;mil;mil_precarachide;RECOLTE;3.96;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;233_001;SSM1-0017;mil;mil_precarachide;SEMIS;0.05;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;233_001;SSM1-0017;mil;mil_precarachide;TRAVAIL_SOL;1.7;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;234_001;SSM1-0020;mil;mil_precarachide;RECOLTE;4.86;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;234_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.06;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;234_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;2.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;235_001;SSM1-0020;mil;mil_precarachide;RECOLTE;0.85;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;235_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.01;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;235_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;0.37;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;236_001;SSM1-0020;mil;mil_precarachide;RECOLTE;19.54;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;236_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.25;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;236_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;8.39;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;237_001;SSM1-0020;mil;mil_precarachide;RECOLTE;17.33;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;237_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.22;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;237_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;7.44;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;238_001;SSM1-0020;mil;mil_precarachide;RECOLTE;11.24;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;238_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.14;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;238_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;4.82;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;239_001;SSM1-0020;mil;mil_precarachide;RECOLTE;9.39;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;239_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.12;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;239_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;4.03;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;240_001;SSM1-0020;mil;mil_precarachide;RECOLTE;16.99;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;240_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.22;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;240_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;7.29;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;241_001;SSM1-0020;mil;mil_precarachide;RECOLTE;8.95;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;241_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.11;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;241_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;3.84;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;242_001;SSM1-0020;mil;mil_precarachide;RECOLTE;19.68;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;242_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.25;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;242_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;8.45;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;243_001;SSM1-0020;mil;mil_precarachide;RECOLTE;5.22;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;243_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.07;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;243_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;2.24;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;244_001;SSM1-0020;mil;mil_precarachide;RECOLTE;14.58;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;244_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.19;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;244_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;6.26;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;245_001;SSM1-0020;mil;mil_precarachide;RECOLTE;21.17;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;245_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.27;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;245_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;9.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;246_001;SSM1-0020;mil;mil_precarachide;RECOLTE;29.56;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;246_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.38;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;246_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;12.69;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;247_001;SSM1-0020;mil;mil_precarachide;RECOLTE;7.02;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;247_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;247_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;3.01;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;248_001;SSM1-0020;mil;mil_precarachide;RECOLTE;29.81;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;248_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.38;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;248_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;12.8;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;249_001;SSM1-0020;mil;mil_precarachide;RECOLTE;9.31;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;249_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.12;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;249_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;250_001;SSM1-0020;mil;mil_precarachide;RECOLTE;26.12;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;250_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.33;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;250_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;11.21;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;251_001;SSM1-0020;mil;mil_precarachide;RECOLTE;1.67;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;251_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.02;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;251_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;0.72;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;252_001;SSM1-0020;mil;mil_precarachide;RECOLTE;32.42;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;252_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.41;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;252_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;13.92;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;253_001;SSM1-0020;mil;mil_precarachide;RECOLTE;5.06;0.0;0.2;;;;;;;;;;;;;0.0;0.21;2.26;;;;;;
2019;152;253_001;SSM1-0020;mil;mil_precarachide;SEMIS;0.06;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;121;253_001;SSM1-0020;mil;mil_precarachide;TRAVAIL_SOL;2.17;0.0;;;;;;;;;;;;;;;;;;;;;;
