annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;259;365;6_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;7_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;7_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;7_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;8_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;8_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;8_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;9_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;9_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;9_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;10_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;10_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;10_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;11_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;11_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;11_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;12_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;12_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;12_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;13_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;13_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;13_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;14_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;14_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;14_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;15_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;15_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;15_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;16_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;16_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;16_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;17_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;17_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;17_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;19_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;19_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;19_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;20_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;20_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;20_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;21_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;21_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;21_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;22_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;22_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;22_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;23_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;23_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;23_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;24_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;24_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;24_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;25_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;25_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;25_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;26_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;26_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;26_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;27_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;27_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;27_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;28_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;28_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;28_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;29_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;29_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;29_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;30_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;30_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;30_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;31_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;31_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;31_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;32_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;32_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;32_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;33_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;33_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;33_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;34_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;34_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;34_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;35_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;35_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;35_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;36_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;36_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;36_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;37_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;37_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;37_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;38_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;38_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;38_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;39_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;39_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;39_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;40_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;40_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;40_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;41_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;41_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;41_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;42_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;42_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;42_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;43_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;43_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;43_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;44_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;44_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;44_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;45_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;45_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;45_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;46_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;46_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;46_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;47_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;47_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;47_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;48_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;48_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;48_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;49_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;49_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;49_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;50_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;50_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;50_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;51_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;51_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;51_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;52_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;52_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;52_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;53_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;53_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;53_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;54_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;54_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;54_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;55_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;55_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;55_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;56_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;56_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;56_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;57_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;57_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;57_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;58_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;58_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;58_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;59_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;59_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;59_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;60_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;60_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;60_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;61_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;61_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;61_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;62_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;62_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;62_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;63_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;63_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;63_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;64_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;64_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;64_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;65_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;65_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;65_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;66_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;66_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;66_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;67_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;67_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;67_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;68_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;68_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;68_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;69_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;69_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;69_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;70_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;70_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;70_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;71_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;71_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;71_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;72_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;72_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;72_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;73_001;solnu;;468.49;0.84;0.0;2.58;0.0;0.0;0.0;471.07;0.03
2019;152;258;73_001;mil;mil_precarachide;890.82;0.83;6.1;4.95;0.0;117.47;0.0;1019.33;0.03
2019;259;365;73_001;solnu;;530.8;0.82;0.0;2.45;0.0;7.82;0.0;541.07;0.03
2019;1;151;74_001;solnu;;488.72;0.83;0.0;2.71;0.0;0.0;0.0;491.44;0.03
2019;152;258;74_001;mil;mil_precarachide;925.24;0.82;7.92;5.19;0.0;125.63;0.0;1063.97;0.03
2019;259;365;74_001;solnu;;566.18;0.82;0.0;2.69;0.0;8.24;0.0;577.1;0.03
2019;1;151;75_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;75_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;75_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;76_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;76_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;76_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;77_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;77_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;77_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;78_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;78_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;78_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;79_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;79_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;79_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;80_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;80_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;80_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;81_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;81_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;81_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;82_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;82_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;82_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;83_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;83_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;83_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;84_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;84_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;84_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;85_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;85_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;85_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;86_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;86_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;86_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;87_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;87_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;87_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;88_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;88_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
2019;259;365;88_001;solnu;;492.36;0.74;0.0;2.34;0.0;7.47;0.0;502.17;0.02
2019;1;151;89_001;solnu;;498.35;0.73;0.0;2.92;0.0;0.0;0.0;501.27;0.02
2019;152;258;89_001;mil;mil_precarachide;933.29;0.72;8.21;5.52;0.0;137.15;0.0;1084.17;0.02
2019;259;365;89_001;solnu;;550.03;0.72;0.0;2.98;0.0;6.03;0.0;559.04;0.02
2019;1;151;90_001;solnu;;480.61;0.73;0.0;2.8;0.0;0.0;0.0;483.41;0.02
2019;152;258;90_001;mil;mil_precarachide;904.58;0.72;9.41;5.32;0.0;131.37;0.0;1050.68;0.02
2019;259;365;90_001;solnu;;545.4;0.71;0.0;2.67;0.0;8.54;0.0;556.61;0.02
2019;1;151;91_001;solnu;;450.01;0.76;0.0;2.51;0.0;0.0;0.0;452.52;0.03
2019;152;258;91_001;mil;mil_precarachide;845.28;0.75;7.19;4.76;0.0;112.73;0.0;969.96;0.02
2019;259;365;91_001;solnu;;486.26;0.74;0.0;2.31;0.0;7.41;0.0;495.98;0.02
2019;1;151;92_001;solnu;;451.2;0.75;0.0;2.52;0.0;0.0;0.0;453.72;0.02
2019;152;258;92_001;mil;mil_precarachide;848.71;0.74;7.85;4.79;0.0;114.14;0.0;975.49;0.02
