idPolygone;date;precipitation;tmin;tmax;etp;rayonnement
1;01/01/2023;0.0;20.24;37.73;7.356234068373463;19.59
1;02/01/2023;0.0;16.39;33.67;7.434681809593182;16.41
1;03/01/2023;0.0;15.73;33.11;7.586550385301312;17.53
1;04/01/2023;0.0;15.72;33.01;7.680960077790898;16.74
1;05/01/2023;0.0;19.83;34.8;4.264951986041159;10.935738
1;06/01/2023;0.0;24.71;41.67;5.631149622954786;16.86
1;07/01/2023;0.0;23.93;35.12;3.725465786048985;8.88
1;08/01/2023;0.0;25.19;36.73;3.9780442157478175;9.01
1;09/01/2023;30.901;22.27;36.3;3.792546994360815;10.4426478
1;10/01/2023;0.0;23.97;38.15;4.138321369915281;11.9489364
1;11/01/2023;0.202;25.27;38.13;4.598841883556436;11.4023304
1;12/01/2023;0.0;17.5;40.12;5.155923000185518;20.24
1;13/01/2023;0.0;16.38;34.42;5.914173174067524;19.89
1;14/01/2023;0.0;16.14;34.65;9.364319008724221;20.5
1;15/01/2023;0.0;16.83;35.18;9.333147287091288;21.1
1;16/01/2023;0.0;15.94;34.99;7.965508651754411;15.94
1;17/01/2023;0.0;19.2;35.89;9.646408091761455;20.2
1;18/01/2023;0.0;19.87;32.22;9.597708497726263;19.4
1;19/01/2023;0.0;17.5;35.09;10.215261811413429;21.45
1;20/01/2023;0.0;16.0;33.88;8.452667567394768;21.64
1;21/01/2023;0.0;15.05;31.85;7.375401346844397;21.73
1;22/01/2023;0.0;14.69;32.8;7.033473382518611;21.81
1;23/01/2023;0.101;15.42;32.89;6.964298294097305;21.74
1;24/01/2023;0.303;17.07;32.29;6.648351894834378;20.09
1;25/01/2023;0.0;18.62;33.57;6.065449930060945;17.4
1;26/01/2023;0.0;20.02;36.53;7.623944675827818;19.9
1;27/01/2023;0.0;19.19;37.71;10.434859940201962;21.46
1;28/01/2023;0.0;20.03;36.15;10.930347545510662;22.23
1;29/01/2023;0.0;15.08;32.02;9.958440240705047;22.43
1;30/01/2023;0.0;14.18;32.62;9.075316507545155;22.19
1;31/01/2023;0.0;13.8;35.01;8.893570986316218;22.4
1;01/02/2023;0.0;16.39;37.05;5.475998839141695;21.73
1;02/02/2023;0.0;16.47;36.02;9.62108139911098;22.29
1;03/02/2023;0.0;16.43;35.75;9.949824020511217;21.34
1;04/02/2023;0.0;17.31;34.92;10.012680569980144;20.71
1;05/02/2023;0.0;20.44;35.27;4.5567932874171815;11.0020446
1;06/02/2023;0.0;22.44;40.48;5.094134484049474;21.33
1;07/02/2023;0.0;24.98;39.66;4.786444126776654;10.4147766
1;08/02/2023;0.0;25.65;38.41;4.71728236701886;11.558772
1;09/02/2023;0.808;22.37;35.61;4.227657087281132;12.718243800000002
1;10/02/2023;0.0;24.78;37.58;4.142361460118586;11.692026
1;11/02/2023;0.0;23.82;42.39;3.915979436108086;20.5
1;12/02/2023;0.0;20.34;38.94;6.104291684376917;17.6
1;13/02/2023;0.0;20.98;34.1;9.413341936886441;14.24
1;14/02/2023;0.0;22.18;33.29;8.715721361580677;13.28
1;15/02/2023;0.0;20.5;32.1;8.262024190173461;14.87
1;16/02/2023;0.0;19.94;36.65;8.050274793616218;19.83
1;17/02/2023;0.0;18.34;37.71;8.997337965922537;20.85
1;18/02/2023;0.0;19.8;39.04;9.995130508331819;19.72
1;19/02/2023;0.0;21.57;38.31;9.098511895418238;18.71
1;20/02/2023;0.0;21.9;39.09;9.919719025704795;19.82
1;21/02/2023;0.0;21.17;39.74;11.920833989066155;22.2
1;22/02/2023;0.0;21.86;40.15;12.44064108096586;22.34
1;23/02/2023;0.0;19.36;37.66;10.560420549993234;23.01
1;24/02/2023;0.0;17.97;36.9;9.563516570608806;23.0
1;25/02/2023;0.0;17.62;37.28;9.244846932973491;22.5
1;26/02/2023;0.0;16.83;36.36;9.009592776916376;22.59
1;27/02/2023;0.0;17.32;36.83;9.426480572678733;22.98
1;28/02/2023;0.0;19.93;37.64;11.913700348613787;23.86
1;01/03/2023;0.0;20.73;36.74;5.365207811177502;24.56
1;02/03/2023;0.0;20.94;39.55;12.544426675604116;25.17
1;03/03/2023;0.0;19.99;38.72;11.877022432306493;25.14
1;04/03/2023;0.0;18.49;39.46;10.741529696664115;24.56
1;05/03/2023;0.0;21.8;41.49;5.262656823587314;10.6883046
1;06/03/2023;0.0;22.02;41.27;5.378004349655902;17.33
1;07/03/2023;3.03;23.14;36.44;4.062189487671912;25.16
1;08/03/2023;0.0;26.11;37.1;4.209806342568028;23.63
1;09/03/2023;0.0;26.3;36.01;4.271942295765735;11.7249372
1;10/03/2023;10.201;22.58;37.25;4.510851748993807;12.854835
1;11/03/2023;0.0;24.99;42.83;4.211763052885845;25.42
1;12/03/2023;0.0;22.92;39.32;5.666400223424735;25.31
1;13/03/2023;0.0;20.08;40.79;9.9976958556035;24.0
1;14/03/2023;0.0;19.23;41.3;9.522145810352013;23.41
1;15/03/2023;0.0;20.75;39.21;9.106281451988943;24.15
1;16/03/2023;0.0;20.18;34.2;8.100672533497692;21.89
1;17/03/2023;2.323;20.21;39.82;9.10278980031621;23.46
1;18/03/2023;0.0;19.85;41.7;10.198429382761962;24.91
1;19/03/2023;0.0;21.09;41.85;10.692122261061886;25.32
1;20/03/2023;0.0;20.12;40.74;11.119482350618863;25.34
1;21/03/2023;0.0;19.09;39.75;10.441270649342261;25.83
1;22/03/2023;0.0;19.05;35.51;9.266480229925032;26.18
1;23/03/2023;0.0;17.57;34.38;8.95789881953274;26.08
1;24/03/2023;0.0;18.85;34.44;9.098789847240061;25.97
1;25/03/2023;0.0;21.47;39.18;10.185416109461093;24.75
1;26/03/2023;0.0;21.15;40.56;10.231646808629998;23.63
1;27/03/2023;0.0;21.95;41.5;12.646170760823855;25.1
1;28/03/2023;0.0;20.9;40.87;13.03839609309046;26.78
1;29/03/2023;0.0;21.32;42.04;11.938448740895536;25.4
1;30/03/2023;0.0;21.15;42.77;10.992981727580744;25.94
1;31/03/2023;0.0;22.58;41.13;10.02702330739663;24.35
1;01/04/2023;0.0;18.91;35.52;7.1280089662883;25.18
1;02/04/2023;0.0;22.8;41.91;12.574080759097436;25.38
1;03/04/2023;0.0;22.65;38.97;9.812338249630752;24.21
1;04/04/2023;0.0;21.24;40.96;9.422885517025342;25.01
1;05/04/2023;0.0;22.68;39.57;5.0506094791218565;10.4545746
1;06/04/2023;0.0;21.49;40.68;4.984034102121102;25.8
1;07/04/2023;0.0;24.95;40.53;6.179255258733724;11.7107802
1;08/04/2023;0.0;26.28;37.63;4.651594602979927;10.887066
1;09/04/2023;10.706;22.73;36.05;3.0262056234063044;25.61
1;10/04/2023;0.0;25.8;33.51;1.0100903887198194;25.6
1;11/04/2023;0.0;22.34;39.89;3.847683176434713;22.29
1;12/04/2023;0.0;18.88;40.53;4.890105320783398;24.55
1;13/04/2023;0.0;26.73;39.31;11.970009610257549;25.08
1;14/04/2023;0.0;29.3;43.69;13.145373546868802;25.69
1;15/04/2023;0.0;24.83;44.77;8.158233754506346;25.96
1;16/04/2023;0.0;23.45;43.72;8.286615644995333;25.47
1;17/04/2023;0.0;24.71;43.53;8.543699409321139;24.65
1;18/04/2023;0.0;22.88;41.16;7.700557216567191;25.4
1;19/04/2023;0.0;20.55;38.47;6.369658919481331;23.23
1;20/04/2023;0.0;19.4;38.21;5.982823214470733;25.48
1;21/04/2023;0.0;20.13;34.41;4.929842301621533;23.76
1;22/04/2023;0.0;18.95;38.54;5.617383224762301;23.85
1;23/04/2023;0.0;18.5;41.16;6.099203933591775;27.09
1;24/04/2023;0.0;19.41;44.12;5.926289906509335;27.34
1;25/04/2023;0.0;20.75;43.11;5.897086675568964;26.92
1;26/04/2023;0.0;20.1;40.47;5.623594410473611;25.83
1;27/04/2023;0.0;19.61;41.26;5.449692785368634;26.55
1;28/04/2023;0.0;18.75;44.11;6.150215058702494;26.66
1;29/04/2023;0.0;19.25;43.8;5.1758697457699885;27.17
1;30/04/2023;0.0;20.78;41.25;4.564227101357765;26.91
1;01/05/2023;0.0;19.24;34.28;5.95073131955226;26.17
1;02/05/2023;0.0;21.59;38.03;9.8643964993948;26.0
1;03/05/2023;0.0;21.83;41.46;10.213592635890299;26.15
1;04/05/2023;0.0;22.1;43.17;10.182153021958644;25.46
1;05/05/2023;0.0;20.15;44.08;5.185680723653644;26.39
1;06/05/2023;0.0;21.86;41.92;5.29992348061274;24.88
1;07/05/2023;0.0;27.5;38.38;6.138077618850608;11.4587352
1;08/05/2023;0.0;25.98;37.47;4.549033342542376;10.4170482
1;09/05/2023;0.0;23.75;34.0;3.615775682665935;10.9085256
1;10/05/2023;0.0;25.3;36.57;4.132332869600905;11.778714
1;11/05/2023;0.0;21.94;39.93;3.751096082032964;25.4
1;12/05/2023;0.0;18.54;38.24;4.0789908123178575;25.71
1;13/05/2023;0.0;21.83;40.77;5.064435713449982;24.31
1;14/05/2023;0.0;21.8;40.17;5.008977276989165;25.97
1;15/05/2023;0.0;21.26;38.4;5.570003543658123;25.51
1;16/05/2023;0.0;21.44;39.79;4.977434844780245;24.01
1;17/05/2023;0.0;21.05;40.15;5.462937125153677;24.59
1;18/05/2023;0.0;23.1;42.39;7.338751354660572;24.83
1;19/05/2023;0.0;23.05;40.93;6.713758572038895;23.71
1;20/05/2023;0.0;23.46;42.16;7.4721424208729905;25.13
1;21/05/2023;0.0;21.02;42.59;5.677732093990931;26.16
1;22/05/2023;0.0;21.93;40.5;6.189280137139153;24.6
1;23/05/2023;0.0;22.53;35.76;4.556821252506019;16.32
1;24/05/2023;0.0;23.93;42.65;6.602243205827351;22.72
1;25/05/2023;0.0;25.68;39.78;6.062982895254044;20.05
1;26/05/2023;0.0;24.78;37.77;5.090597475670146;19.24
1;27/05/2023;0.0;25.46;43.16;6.504633170503225;22.67
1;28/05/2023;0.0;26.63;44.51;7.795660949281521;20.78
1;29/05/2023;0.0;25.46;42.13;6.886993005334504;23.31
1;30/05/2023;0.0;26.94;44.88;6.0617724255481855;23.91
1;31/05/2023;0.0;25.22;38.69;4.428142468920881;18.37
1;01/06/2023;0.0;15.91;34.67;5.560232638802338;23.55
1;02/06/2023;0.0;23.9;40.19;11.291054243696315;24.93
1;03/06/2023;0.0;22.71;37.74;10.21962225408433;23.92
1;04/06/2023;0.0;22.36;39.8;10.880187840166645;26.36
1;05/06/2023;0.0;20.35;42.85;5.971097487816127;25.51
1;06/06/2023;0.0;21.74;42.8;5.863711322540488;25.9
1;07/06/2023;0.0;24.66;36.73;5.4613831041306895;10.7064666
1;08/06/2023;0.808;26.44;36.41;3.935406445288701;25.75
1;09/06/2023;0.0;24.82;34.07;3.839390972554578;10.837674
1;10/06/2023;22.925;23.3;39.15;4.124084557513189;11.099961
1;11/06/2023;0.0;21.66;40.89;4.986257683231071;22.51
1;12/06/2023;0.0;18.84;39.79;3.9420416440281945;21.86
1;13/06/2023;0.0;24.92;40.07;4.93129318238868;10.3303458
1;14/06/2023;0.0;25.14;36.96;5.190982910243457;10.7064198
1;15/06/2023;0.0;24.51;38.12;4.053520821309548;20.18
1;16/06/2023;0.0;25.25;40.84;5.069355206342921;22.74
1;17/06/2023;0.0;26.52;40.75;5.803806761740053;10.4894946
1;18/06/2023;0.0;26.28;36.72;5.087379045105998;22.01
1;19/06/2023;3.636;22.21;36.48;4.28464403185438;17.29
1;20/06/2023;0.0;26.27;38.17;5.87458006631643;10.7318124
1;21/06/2023;0.0;24.04;40.15;4.802984071556369;21.84
1;22/06/2023;0.0;24.69;40.01;5.575127766517177;12.221064
1;23/06/2023;0.0;26.69;37.11;5.539040679855187;10.9903374
1;24/06/2023;0.0;26.6;39.16;6.241512665830129;24.14
1;25/06/2023;0.0;24.89;37.32;5.237576190243936;10.7552898
