annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2018;213;365;176_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;177_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;178_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;179_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;180_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;181_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;182_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;183_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;184_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;185_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;186_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;187_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;188_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;189_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;190_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;191_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;192_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;193_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;194_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;195_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;196_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;197_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;198_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;199_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;200_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;201_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;202_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;203_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;204_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;205_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;206_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;207_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;208_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;209_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;210_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;211_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;212_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;213_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;214_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;215_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;216_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;217_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;218_001;solnu;;236.12;0.0;219.0;29.94;0.0;25.95;51.98;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;219_001;solnu;;235.46;0.0;219.57;29.77;0.0;25.54;51.73;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;220_001;solnu;;236.12;0.0;219.0;29.94;0.0;25.95;51.98;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;221_001;solnu;;235.46;0.0;219.57;29.77;0.0;25.54;51.73;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;222_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;223_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;224_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;225_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;226_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;227_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;228_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;229_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;230_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;231_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;232_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;233_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;234_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;235_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;236_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;237_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;238_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;239_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;240_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;241_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;242_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;243_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;244_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;245_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;246_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;247_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;248_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;249_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;250_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;251_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;252_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;253_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;255_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;256_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;257_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;258_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;259_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;260_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;261_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;262_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;263_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;264_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;265_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;266_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;267_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;268_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;269_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;270_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;271_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;272_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;275_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;276_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;277_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;278_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;279_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;280_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;281_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;282_001;solnu;;236.12;0.0;219.0;29.94;0.0;25.95;51.98;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;283_001;solnu;;235.46;0.0;219.57;29.77;0.0;25.54;51.73;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;284_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;285_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;286_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;287_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;288_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;289_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;290_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;291_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;292_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;293_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;294_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;295_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;296_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;297_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;298_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;299_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;300_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;301_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;302_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;303_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;304_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;305_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;306_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;307_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;308_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;309_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;310_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;311_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;312_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;313_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;314_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;315_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;316_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;317_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;318_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;319_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;320_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;321_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;322_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;323_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;324_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;325_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;326_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;327_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;328_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;329_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;330_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;331_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;332_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;333_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;334_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;335_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;336_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;337_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;338_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;339_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;340_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;341_001;solnu;;236.12;0.0;219.0;29.94;0.0;25.95;51.98;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;342_001;solnu;;235.46;0.0;219.57;29.77;0.0;25.54;51.73;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;343_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;344_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;345_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;346_001;solnu;;233.23;0.0;221.93;29.3;0.0;24.2;49.27;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;347_001;solnu;;233.89;0.0;221.23;29.36;0.0;24.57;50.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;352_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;353_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;354_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;355_001;solnu;;232.09;0.0;222.83;30.84;0.0;24.39;49.02;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;356_001;solnu;;232.7;0.0;222.11;31.2;0.0;24.83;49.68;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;357_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;358_001;solnu;;232.38;0.0;222.46;30.65;0.0;24.41;49.36;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
2018;213;365;359_001;solnu;;232.74;0.0;222.07;30.81;0.0;24.64;49.58;0.0;0.0;-1.0;-1.0;0.0;399.12;0.0;0.0
